text,vulgar,threat,insult,neutral
এক কানে হোল ভইরা আরেক কান দিয়া বাইর করমু,1,1,0,0
খানকির পোলা তোরে আমি খুইজা বেড়াইতাছি,1,1,0,0
ঠিক আছে ভারতেরে হোগা মাইরা পানিতে ফালায় দেওয়া উচিৎ,1,1,0,0
তোর পুটকি দিয়া নল ঢুকাইয়া মুখ দিয়া গুলি করুম,1,1,0,0
মানুষ শুয়ারের বাচ্চা গুলোকে ধরে গুলি চালিয়ে মারা যায়,1,1,0,0
জুবান মাদারী তুই আবার ওর সাথে নাটক করলে তুরে ও জুতা পিড়া করা হবে মনে রাখিস,1,1,0,0
তোর বইনরে হাতির কান্ধে ফালায়া চুদুম,1,1,0,0
"এগুলো পতিতা হয়ে গেছে,,, নাস্তিকদের নিয়ে গবেষণা না করে জুতা মারা উচিত,,, আসলে এদের পিতা মাতা কি এদের কোন ধর্মীয় শিক্ষা দেয় নাই?? এই কি মুসলিম পরিবারে জন্ম গ্রহণ হয়ছে নাকি??",1,1,0,0
ওই কুত্তার বাচ্চার বাড়ি ঘর সত্যিই পুড়িয়ে ফেলা উচিত,1,1,0,0
তরে পুটকি মাইরা তালগাছে উডামু,1,1,0,0
"সাফা করিমের সব নাটক আমার ল্যাপটপ থেকে ডিলিট করে দিয়েছি। পরবর্তীতে এর সঙ্গে যে নাটক করবে তার নাটক দেখব না। বাকিরা সবাই সাবধান, একজনের জন্য সবাই খারাপ হবেন না।এই খাঙ্কির সঙ্গে অভিনয় করবেন না।",1,1,0,0
মালু চোদে ভারত পাঠানো হবে দা নান্ঠকির পু পু,1,1,0,0
"নাস্তিক, মুরতাদ,শয়তান! তোদেরকে বিডি থেকে বিতাড়িত করা দরকার!!",1,1,0,0
ওরে নাইজেরিয়ান পুরুষের অস্ত্র দিয়ে থেরাপী দিতে হবে,1,1,0,0
তর পুটকিত ধান ছড়াইয়া চড়ুই দিয়া খাওয়ামু,1,1,0,0
"সাফা ধর্মের মাইরো না আর চাপা,,,,, বাংগালী চেইতা আছে কখন জানি খাইবা ঠাপা",1,1,0,0
তোগোরে ফাসিতে লটকাইয়া চুদমু,1,1,0,0
সব সালির বোদা দিয়ে ৬ সুতার রড গরম করে দিতে হবে ৷,1,1,0,0
পরকাল বিশ্বাস করলেতো শরীর বেচে খেতে পারবেন না ৷ চাপাতির কোপ পড়লে সবই বিশ্বাস করবেন ৷,1,1,0,0
নাউজুবিললাহ এই কুকুরের বাছচা কে জবাই দেওয়ার মতাে কােন ইমান দার আছে কে। বাংলা দেশে,1,1,0,0
ওরে চুতনার পোলা তোরে পাট খেতে নিয়া যামু,1,1,0,0
"বিচারক মেয়েটা কে আমার কাছে নিয়ে আসো,আমি তাকে ধরে সিফাদু থেরাপি দিবো",1,1,0,0
গুয়ায় আইক্কা ওলা বাশ দিমু,1,1,0,0
"শুয়ারের বাচ্চা,গালি দিলাম না৷ ভালা হয়ে জা। নবীর সম্মানে আঘাত আনলে জবাই দিয়া দিব।",1,1,0,0
ওরে চুতনার পোলা তোরে পাট খেতে নিয়া যামু,1,1,0,0
কুত্তার বাচ্চার ফাসি চাই...,1,1,0,0
এই পোস্ট টা যে করেছে তাকে একটু দেখা দরকার সে কি আসলে মানুষ না মানুষরূপী জানোয়ার অন্য একটা কন্ঠ এডিট করে তার নামে চালাইয়া দেওয়া হইতেছে ওরে প্রকাশ্যে জুতা পিটা করে মারা উচিত অমানুষের বাচ্চা মানুষ।,1,1,0,0
খানকিরে কোপানোর দরকার,1,1,0,0
ঐ মহিলাকে আমার কাছে পাঠিয়ে দাও---দুই মিনিটের ব্যবহার কেমনে করতে হয় তা বুঝিয়ে দিবো,1,1,0,0
তর বাপের বিচি বেইচা কটকটি খামু,1,1,0,0
জাকির খাঙ্কির পোলা জঙ্গির বাচ্চাটাকে পিটিয়ে ভারতে এনে লেংট করে পিটিয়ে মেরা ফেলা হউক।,1,1,0,0
তোর ভাব দেইক্ষা মন্ডায় চাইতছে একটা রড় গরম কইরা ঠান্ডা অংশ তোর হোগার মধ্যে ডুকাই দেই আর গরম অংশ বাইরে রাখি যাতে কেউ আর খুলতে না পারে মান্দার পুত,1,1,0,0
ওর হুগায় কেও গরম কারেন্ট দে,1,1,0,0
গোস্তের লাঠি সাটামু,1,1,0,0
"শাওয়ার পুত, রাখ ইফতার টা সেরে নেই তারপর তরে দেখতাছি মান্দার পুত",1,1,0,0
ওকে মনের মত চুদব যতখন ওর সামা দিয়া রক্ত বের না হয়,1,1,0,0
তিমাত্রিকে দেব। বাঁশ ইস রেডি।।এখন শুধু বাকি ঠিক ঠাক গর্ত।।কিছুদিন আগে আমাদের পাড়ায় এক কুত্তি ৪৪ টা বেবি দেয়ার পর তোর মত অবস্তা হইছে।।।ওটা মিস ওয়ার্ল্ডে গেলে ওটাও হত,1,1,0,0
বেশ্যা মাগীর ফাঁসি চাই সরকারের কাছে,1,1,0,0
এদের ব্যান করা হবে হারামজাদারা,1,1,0,0
মনে করিস তুদের এইসব মিডিয়ার নাস্তিক লোক দের পাবলিক জুতা দিয়ে দিতে চাই বাড়ি থেকে বাহির হয়ে কোন মাগির দালাল এর কাছে লুকে আসিস কে জানে রাস্তা ঘাটে এখন বাহির হয়ে দেখ জুতার বাড়ি কয়টা পড়ে তুর গালে। মাগি গিরি ছেড়ে ভালো হয়ে যা তুর মতো শত পুরুষেরর বুকে ঘুম যাওয়া মেয়ের মুখে এইসব কথা মানাই না।,1,1,0,0
গুয়ার ভিতরে  ভইড়া দিমু,1,1,0,0
"কুত্তার বাচ্চারে, ফাসিতে ঝুলানো হোক।",1,1,0,0
শাওয়ার পুত পা ৪ টা তর পুটকিতে হান্দায় দিমু,1,1,0,0
মিয়ানমার কুত্তার বাচ্চা গুলারে শিখ্যা দিতে আমরা বেশামরিক লোকই যতেস্ট।,1,1,0,0
খানকির পুলা মালায়নদের মেরে সাফা করে ফেল,1,1,0,0
তরে গোআ দিয়া চুদামু,1,1,0,0
বিদেশি কুকুর দিয়ে এর পশ্চাৎদেশে নাশকতা করানো উচিত,1,1,0,0
ওরে নাটক থেকে বহিষ্কার করা উচিত। ওয় বাংলাদেশে না থাইকা মিয়া খলিফা র সাথে অভিনয় করুক সেটাই ভালো।,1,1,0,0
পুটকিতে বাশ দিমু,1,1,0,0
সালাৱ গোয়াদিয়া গৱম ডিম দিয়া পৱে ফাসি দেওয়া হোক,1,1,0,0
তুমার পক্ষি টা আল্লাহু আকবার কইরা ফালাইয়া দিব মাদারচোদ,1,1,0,0
এই কু্ত্তার বাচ্চা কে ফাসি দেয়া হক,1,1,0,0
চুইদা তোর মাসিক অফ কইরা দিমু!,1,1,0,0
তোদের পুরো মুসলিম দেশ গুলোকে ভারত একাই চুদবে,1,1,0,0
"দোস্ত তুই ৫ মিনিট দাড়া আমি নামতেছি, ২৬ মিনিট পর খানকির পোলা তোর ৫ মিনিট হয়না? ",1,1,0,0
তর বাপের ধন দিয়া ডাংগুলি খেলুম,1,1,0,0
সালীরে তছলিমা মাগির মতো বাংলাদেশে নিষিদ্ধ করা হোক,1,1,0,0
কিরে ছাগু আরিপ্পা ইমু লাইভে আয়।পাবলিকের চোদন কয় প্রকার।,1,1,0,0
হোগার ভিতরে ভইড়া দিমু,1,1,0,0
সালা কুত্রার বাচচা অাসিফকে কতল করা ফরজ,1,1,0,0
গন জাগরেণ নিয়া চুইদা এইটার ভোদের রস বাহির করার দরকার,1,1,0,0
তোগোর ধোন টাইনা তোগোর পিছন দিয়া ঢুকামু,1,1,0,0
ওনাকে বেগুন থেরাপি দেওয়া হোক,1,1,0,0
"আজ রাইতে যদি আর্জেন্টিনা হারে কাইল তোর চোদ্দ গুষ্টি উদ্বার করুম, হালার পো, বকচুদ আরিপ্পা। মন ডা চাইতাছে পিছনের লম্বা বিল্ডিং টা তোর গোয়ার মধ্যে দিয়া। তা ও যদি একটু শান্তি পাই আর কি।",1,1,0,0
"খানকির পোলাদের মাইরা ফালা,রোহিঙ্গা সব বিতাড়িত করা দরকার,",1,1,0,0
আমার নয় এবার তোদের সময় কাছে এসে পড়েছে ভারতে যাওয়ার জন্য রেডি হয়ে যা কুত্তার বাচ্চা কাংকিকে বলেদিছ যেন দালালদের কে বাংলাদেশ থেকে সাথে করে নিয়ে যায়,1,1,0,0
সাফার সব নাটক বর্জন করুন মা** টার নাটক আর কেউ দেখবা না,1,1,0,0
ধোন কাইট্টা কুত্তা দিয়া খাওয়ামু,1,1,0,0
ভইরা দিমু,1,1,0,0
তর বৌয়ের ভোদায় মাগুর মাছ চাষ করুম,1,1,0,0
"আগে মর কুত্তা, তারপর টের পাবি!",1,1,0,0
জং ধরা লোহা দিয়া পাকিস্তানের মানচিত্র বানাই্য়া তোদের পিছন দিয়া ঢুকামু,1,1,0,0
ধর্মীয় অনুভূতি তে আঘাত দেওয়া অপরাধে তুই মাগীর ফাঁসি চাই৷,1,1,0,0
তর বাপের হোগা দিয়া ট্রেন ভইরা দিমু,1,1,0,0
এই চুদিরপুতেরে পাইলে কাপন ছাড়া দাপন কইরা দিয়েন.....বাংলার ফেসবুকাররা আপনাদের বীরের মর্যাদা দিবো :3,1,1,0,0
ওরে ব্যান করাই দরকার হারামজাদারা,1,1,0,0
ভাইরে ভাই তর তামাশা কবে আসবে,1,1,0,0
খানকি! তুই অহনো জিন্দা আছোস?,1,1,0,0
মাধার চুুদের ফাসি চাই,1,1,0,0
"সাফা কে সাফা সাফা কইরা ফালাও,বদমাইসের বাচ্চা",1,1,0,0
"সালার পুতেরা তোদের দৌড়ায় দৌড়ায় পিঠা, সব ঠিক হয়ে যাবে । ",1,1,0,0
খানকির ছেলেকে লাথি মেরে বের করে দাও।,1,1,0,0
কুত্তাকে ফাসি দেওয়া হওক।,1,1,0,0
তসলিমা আহমেদের পরিবারের মরদেহ ভারতে পাঠাতে চাই শুয়োরের বাচ্চাকে অবশ্যই দেশদ্রোহী মামলা করাও উচিৎ ।,1,1,0,0
মালাউন দের বাঁশ ডুকাও বাঁশের পয়সা আমি দেব,1,1,0,0
"আমি আছি, খানকির পোলারে পাই কিনা দেখি",1,1,0,0
"সাফা, খানকি তোমারে হচ্ছে নুসরাতের মত গায়ে আগুন দিয়ে জালিয়ে দিতে হবে।তবে আল্লাহর কাছে সঠিক বিচার হবে।",1,1,0,0
"কুত্তার বাচ্চা দেশে এসে কথা বল, তোর জিব্বা টেনে ছিড়ে ফেলবো",1,1,0,0
আমার পরিবারের কোনো মেয়ের সাথে এরকম হত তাহলে মাদারচোদ গুলর মুন্ডু ছিঁড়ে নিতাম তারপর থানা পুলিশ আমার যা বাল ছিঁড়ত ছিঁড়ত,1,1,0,0
এই বেশ্যার ছেলেকে ফাসি দেয়া দরকার।,1,1,0,0
এই কুত্তার বাচ্ছাকে এখনো বাছিয়ে রেখেছে কেন। এরা এই সব করে কি মাফ পেয়ে যাবে নাকি। জনগনের উচিত আছিলো এই বোনকে যেই ভাবে কোপানো হয়েছে তাকে ঐই ভাবে কোপানো।আমরা চাই এর যেন ফাসি হোক।,1,1,0,0
রেন্ডিয়ার গুয়া দিয়া বাস যাক আমরা এটাই চাই।,1,1,0,0
মোবাইল ভাইব্রেশন কইরা তুর পুকটিতে ভরবো,1,1,0,0
ওই মাগি কে আমি হলে মেরে ফেলতাম,1,1,0,0
অাগে ইতার পোন্দে ডিম ডুকানোর ব্যবস্থা করি তারপর নাহয় অন্যকিছু ভাববো।,1,1,0,0
"চুতমারানি চুদির ভাই,বিচির মধ্যে এমন একটা লাথি মারমু যে তোর আগামী সাত প্রজন্ম বিচি ছাড়াই পয়দা হইব।",1,1,0,0
ঠ্যাঁঙ কাইট্টা পুটকি দা ভইরা দুম,1,1,0,0
মাদারটোস্ট কাল আর্জেটিনা যদি তোর জন্য হারে তখন দেখবি হালারপুত,1,1,0,0
নাস্তিক এর বাচ্চা নাস্তিক। তোকে সবার সামনে ফাঁসি দেওয়া উচিত। খানকি মাগী।,1,1,0,0
কুত্তার বাচ্চা তোরে জবাই করমু তর বেচেঁ থাকার কোন অধিকার নাই,1,1,0,0
"বন্ধু যখন হঠাৎ সোনার মধ্যে হাত দেয়, তখন কল্লা কাইটা ফালাইতে মোন চায়  ",1,1,0,0
গরম ডিম দিমু,1,1,1,0
তোরে হাতি দিয়া পুটকি ম্রা খাওয়াইলেও শান্তি পাইতাম না.,1,1,1,0
সালা কুকুরের বাচছাকে যে যেখানে পান।জুটা দিয়ে সবাই পিটান।,1,1,1,0
মাগির পোলারে জুতা মার,1,1,1,0
তর বিছি দিয়া মারবেল কেল্মু ৬টা বিছি লাগে তর সাতের ২ বলদ কই???,1,1,1,0
"জুতা কবির, মুজা কবির ধন কবির",1,1,1,0
শাওয়ার পুত পা ৪ টা তর পুটকিতে হান্দায় দিমু,1,1,1,0
"কি অবস্তা রুপের ,, হুম তাই বুজি ,,, এতো ছোট ছোট কাপড় পরা, , মাদার দোদেগো জুতা পেটা করা উচিত ,,, ওদের মতো কিছু মূখ্য লোকেরাই, ,,এদেশের শাংস্কিতিটা নষ্ট করে ফেলছে",1,1,1,0
এইখানে আমি অনেক অনেক কমেন্ট দেখলাম সবাই সিরিয়ালে জয় আর জাহিদ কোন চেটের ভাল অরে জুতা পিঠা করতেছে। আশা করি আমার দুইটা কমেন্ট যেনো তোদের নজরে পড়ে,1,1,1,0
মাইরে চুদি খানকির পোলা বাংলাদেশের নিউজ পেপারে খারাপ কথা গরুর তেল দিয়া রোদ্রে শুকায়া তেল দিয়া বাইজা খাবো,1,1,1,0
হোগা মারা পুটকি মারা খাওয়া মাদারচোদ তুই একটা। শিং মাছের কাটা দিয়া তোর পুটকি সেলাই করা দরকার। যাতে এসব বুল বাল পোষ্ট দেওয়ার সাহস না জন্মে।,1,1,1,0
তোকে ফাঁসি দেয়া উচিত মাগী,1,1,1,0
তোমার বিচিতে চিমটি দিব বুজলে জানোয়ার,1,1,1,0
মাগীর পাচা দিয়ে বিকাশ ঢুকাইয়া দিলে ভালো হত,1,1,1,0
মালুগো চুদা মুদির জারজ সন্তান তোর দিদিরে কিন্তু চুইদ্দা মাইরা পালামু খানকির পোলা,1,1,1,0
"জায়েদ খান একটা বাদারচুদ,,,,খানকির পুলারে জুতা দিয়ে পিটানো দরকার",1,1,1,0
খানকির পোলারা হুশিয়ারি মারাও আগামী কাল বাছবি কিনা সেকতা বলতো পারনা।,1,1,1,0
বিশ্বকাপের একটা বল তোর হোগার মধ্যে ঢুকাতে পারলে শান্তি পাইতাম।,1,1,1,0
খানকি মাগিরে পেলে কুচি কুচি করে কেটে কুত্তা দিয়ে খাওয়াতাম,1,1,1,0
জুতা মার রাম ছাগী রে!!,1,1,1,0
"পতিটি নেংটিরাই এক একটা পিয়াসাহা,তাই সবগুলোকে এখনই জুতাপিটা করতে হবে।",1,1,1,0
মাদারচোদ পুটকিতে মরিচ ভইরা দিমু!,1,1,1,0
তোর পুটকি দিয়া ভরতো,1,1,1,0
জুতামারা খাঁ গাঁ ছুট জাতের নারী,1,1,1,0
আমার মনডায় চায় তরে সাউউয়া শুটকি খাওয়াইতাম,1,1,1,0
এইসব আজাইড়া পোস্টদাতাকে বিমানের উপর তুলে পুটকি মারা উচিৎ।যেনো পড়ে যাওয়ার ভয়ে পুটকি মারা দিতেই থাকে।,1,1,1,0
চরিত্রহীন বেশ্যা নাস্তিক সাফা কবির তোরে জুতা পিটা করে দেশ থেকে বাহির করা এখন সময়ের দাবি।,1,1,1,0
পাঞ্জাবি ওড়না সহ তোর হোগার ভিতর ঠুইসা ঢুকাইয়া দিমু তাঁর পর শাহ্‌ সিমেন্ট দিয়া প্লাস্টার কইরাদিমু যাতে বের করতে না পারস শালা শুয়ার।,1,1,1,0
পিছনদিকে লম্বা লম্বা বিল্ডিং দেখতেছনা শুয়ার.?.. এগুলা তোমার ঔখান দি দিব শালা।,1,1,1,0
তোর বিচি কাইটা ভাগা দিয়া মুরগীকে খাওয়াবো,1,1,1,0
তোর মত খানকিমাগীকে ফাঁসি দেওয়া উচিত,1,1,1,0
কিছু কিছু পোলারা আছে ধুদ বাইর করা ছবি পাইলে বলে নাইছ আর এ ওগো নাইছ মা বলে জুতা মার,1,1,1,0
মার জুতা মাগিরে।,1,1,1,0
"তুকে জুতা মারি, বেশ্যা।",1,1,1,0
কুক্তি তোর ফাসি হওয়া উচিৎ,1,1,1,0
সালা মারবো এখানে লাশ পরবে শ্মশানে,0,1,0,0
"ঝসড়ার সময় বাঙালির বিখ্যাত ডায়লগ, তুই আমারে চিনস/তুই জানস আমি কে?",0,1,0,0
ওর বিচি থাকলে গলাই দিতাম আমি,0,1,0,0
বিমান টি ভূমিতে নামার আগেই কেন ধংস হলো না। নিশ্চয়ই বি এন পি ও জামায়াত শিবিরের কর্মীদের হাত ছিল। তাই যদি না হতো অবশ্যই বিমান টি ধংস হয়ে যেত। আল্লাহ এই জানোয়ারের বাচ্চা জানোয়ার কে তুমি উপরে তুলে নাও। আমিন,0,1,0,0
কমেন্ট পরতে আইছি। বানান ঠিক না থাকলে সাইবার আইনে মামলা করবো। বি কেয়ারফুল,0,1,0,0
"অরে সেফুদার কাসে পাঠাও,,,",0,1,0,0
জায়েদ শালা কে রে?? মশা ও জায়েদ শালা কে জুতা পিটা করে ওই দায়িত্ব থেকে বের করে দেওয়া হচ্ছে না কেন?? হিরো আলমকে শিল্পী সমিতির সভাপতি করা হোকবিঃদ্রঃ এমন গৃহপালিত স্তন্যপায়ী তৃণভোজী আজব প্রকৃতির বিরল প্রজাতির উদ্ভট প্রাণী প্রতি ১০০০ বছরে একবার পৃথিবীতে প্রবেশ করে। তাই চিড়িয়াখানা কতৃপক্ষের দৃষ্টি আকর্ষণ করে বলছি এমন আজব প্রাণী কে সংরক্ষণ করে ভবিষ্যৎ প্রজন্ম কে দেখার সুযোগ করে দেওয়া হোক।,0,1,1,0
আমার মনে হয় হিরো আলম কে একটা চবি বানানো দরকার কারণ হিরো আলমের জুতা মোচার জন্য জাহিদ ভাইকে দরকার,0,1,1,0
লাইট জ্বলতে জ্বলতে এক সময় ফিউজ হয়ে যায় । আপনার ও ফিউজ হওয়ার সময় হয়ে এসেছে,0,1,0,0
যা ইচ্ছা করলে এক বেলাতেই কেলিয়ে কাংলাদেশের গাঁড় খাইয়ে না দিলেই হবে ভারতকে,0,1,0,0
তর ফাঁসি চাই,0,1,0,0
খুনি ডালিম কে ধরে ক্রোসফ্যায়ার করে মারা হউক,0,1,0,0
ওরে জবাই দেয়,0,1,0,0
হুজুর জিহাদের ডাক দেন আমরা আসি আপনার সাথে,0,1,0,0
"একই কথা ইলামের নামে যারা আন্দোলন করবে আমি বন্ধ করে ছাড়ব ইনশাল্লাহ । নীল কবির কে উদ্দেশ্য দিয়ে বললেন ফেসবুক হ্যাক হয়নি তাই তুই বাদ চাইসিস, নাটক প্রচার কর",0,1,0,0
"এই যে গেলি নাফা,, এইবার চিনো,, কেমনে আবার চিনবা আমারে",0,1,0,0
"তুই মরবি, হাসপাতাল নিয়ে যাবার জন্য সবাই কে ডাকবি কিন্তু কাউকে পাবি না, সবাই ভাববে প্রাংক। ",0,1,0,0
"ওর গায়ে আগুন ধরিয়ে দেওয়া উচিৎ,",0,1,0,0
নুসরাত রাফির ফুলের মত জীবন যারা নষ্ট করেছে তাদের কে ধরার সাথে সাথে ফাঁসি দিলে বুঝতাম এই বাংলার মাটিতে বিচার আছে,0,1,0,0
ওভার অ্যাক্টিং ভালো না আলম।,0,1,0,0
স্যার তোর পুতেরা আমি আপনাদের মত পিডামু,0,1,0,0
আগে যেদিক থিকা আসল ওইদিক থাইকা ভইরা দিমু,0,1,0,0
দেশাদ্রোহী কাজ করে শুধুমাত্র বহিষ্কার??,0,1,0,0
হালার পো রে ধইরা ঝুলাই দে,0,1,0,0
তোর রক্ত দে আজকে দিনটা তোর,0,1,0,0
ভারত ইচ্ছা করলে এক বেলাতেই কেলিয়ে কাংলাদেশের গাঁড় ঠান্ডা করে দিতে পারে।,0,1,0,0
ইসলামী চেতনা দেশে ব্যাপক সাম্প্রদায়িকতার জোন বাড়ানো হয়েছে । মিথ্যা অভিযোগ করে অশ্লীল ভাব মূর্তি নির্মাণের মতো নাশকতার অভিযোগে এই মহিলাকে গ্রেপ্তারের দাবি জানাচ্ছি ।,0,1,0,0
পাতায় একটা পাতা পাঠাতে পারবে না ও,0,1,0,0
"ঘুম ভেঙ্গে শাপলা খালে লাশ, কোন সাহসে ছবি তুলতে চাস?",0,1,0,0
"কমেন্ট ঠিক করতে থাক, দেখিস আর কয়টা কমেন্ট তুই করতে পারস",0,1,0,0
পেটের দায়ে ক্ষমা চাচ্ছে কারণ নাটক এবং মডেল করতে পারবে না জনগণ গ্রহণ করবে না একটা কথা মনে রাখবেন যে উনাকে সুন্দরী বলছেন এর চেয়ে সুন্দরী হলিউডের নায়িকা এবং নামকরা শিল্পী তারা খিষ্টান ধর্ম বৌদ্ধ ধর্ম থেকে ইসলাম ধর্ম গ্রহণ করেছেন কোথায় আব্বাস আলী আর কোথায় জুতার কালি,0,1,0,0
চুর চুর হো জায়গা ভারত কো জো আঁখ উঠাকে দেখেগা জয়হিন্দ,0,1,0,0
ওদেরকে ব্যান করা দরকার হারামজাদারা,0,1,0,0
কি কথা তার চিন্তা এখন ফেসবুক নিয়ে। ভালো কাজ করছে যারা করছে। তোকে দেশ থেকে বিতাড়িত করা উচিত ছিল। ফেসবুক হ্যাক করছে কি হয়ছে সেটা নিয়ে তোর দুঃখ বুঝি। তুই জানিস না বাংলাদেশে ৯২% মুসলাম বসাবাস করে সেখানে তুই ইসলমাকে নিয়ে বাজি কথা বলবি আর সবাই তার দেখবে তাই না। কখনো হতে পারে না। সকল মুসলমানের উচিত ছিল তোর মতো নাস্তিক বিরুদ্ধে প্রতিবাদ করতে। ভালো করছে ফেসবুক হ্যাক করে যারা করছে তাদের কে অনেক অনেক ধন্যবাদ।,0,1,0,0
চীনকে চিনে নিতে ৭২ ঘন্টা সময় চায় ভারত,0,1,0,0
সেডা দিয়া রক্ত বের করে দেও সালীরে,0,1,0,0
লোব দেখিয়ে কি হবে আগে লম্পটের ফাসি দিন,0,1,0,0
সরকার অজানা কারনে প্রিয়া সাহার বিরুদ্ধে ব্যবস্থা নিচ্ছে না। এজন্য জনগণের উচিত হবে যেকোন পাবলিক প্লেসে দেখামাত্র প্রিয়াসাহাকে জুতাপেটা করতে থাকা। এ কর্মসূচি অনির্দিষ্টকালের ...,0,1,0,0
সরকারের কাছে দাবি যে জানোয়ারকে মুক্তিফাসি দেওয়া উচিত,0,1,0,0
জেল-জরিমানা করে দেশ থেকে বিতাড়িত করা হোক।,0,1,0,0
"ওর দেহ থেকে মাথাটা আলাদা করা হোক,",0,1,0,0
শুধু বহিষ্কার করলে চলবে না উপযুক্ত বিচার চাই,0,1,0,0
আর কৃষি নিয়ে বাড়াবাড়ি করা ধান কেটে চার টুকরা করলে তবেই শিক্ষা হবে ।,0,1,0,0
ওকে গুলি করে মারা উচিত,0,1,0,0
"আমার বিয়ের গাড়ির ফুল কেউ ছিড়বি না, বলে দিলাম",0,1,0,0
এর পরিবার কে বাংলাদেশের বন্দী হিসাবে মুক্তি দেওয়া হউক,0,1,0,0
মা ভাইকে বললো পোস্ট বন্ধ করে তোকে আমি শূলে চড়াবো,0,1,0,0
ছাত্রলীগ বয়কট করুন,0,1,0,0
জুতা খাইয়া লাইনে আইলায় নি।,0,1,0,0
ব্লগারদের ফাসি দেওয়াই উচিত,0,1,0,0
তরে খাইচি,0,1,0,0
রানু মণ্ডল কে ধ্বংস করতে আসছে নেমেসিস,0,1,0,0
আপনার শ্রমিকদের বেতন দেননি কেন ভাই?,0,1,0,0
আপনি এটা কি বললেন আপনি বাংলাদেশের অনেক ছেলের প্রিয় আর আপনি এই একটা ঘটনা বলে সবার নিকট ভিলেন হইয়া গেলেন । আপনি যদি কথাটা ফাজলামি করেও বলে থাকেন তারপরেও কথাটা হয়তো আপনার একেবারেই ঠিক ছিলো । আর কথাটা কিন্তু আপনি সত্যি মন থেকে পেড়ে থাকেন তাহলে আমরা চাই আপনার ফাঁশি দেওয়া হলো তা না হলে আপনাকে ক্ষমতা থেকে বিতাড়িত করা হোক ।,0,1,0,0
ঘটনা যদি মিথ্যা হয়ে থাকে তাহলে তাকে এখনই ফাঁসি দেয়া দরকার,0,1,0,0
আমি জাঙ্গীয়া দিয়া আগুন লাগিয়ে দিমু,0,1,0,0
"অনতিবিলম্বে এর জামাইকে চাকরি থেকে বের করা হবে, এবং অভিযুক্ত সবাইকে সবুজ অঙ্গনে আনা হোক",0,1,0,0
"খালেদা জিয়াকে জেলে আটকে রাখবেন, আর আপনি নির্বাচন করবেন, এই নির্বাচন হবে না, মানুষ মেনে নেবে না । ",0,1,0,0
তোদেরকেও যবাই করে মারা উছিত শলা হারামিরভাচছা নাছথিক জানোয়ার মালাউন কুলাংগার,0,1,0,0
ডান্ডার বারি হাইলে বিশ্বাস গরিবি পরকাল।,0,1,0,0
"পৃথিবীর সকল ধর্মবিশ্বাসিরা যদি তাদের ধর্মকে যথাযথ ভাবে পালন করে,, ধর্মীয় বিধান গুলো মেনে চলে,, তাহলে সেখানে অশ্লিল,বা অন্যায়ের কোনো স্থান থাকবেনা। কারণ কোনো ধর্মই অন্যায় অশ্লীলতাকে প্রশ্রয় দেয়না। কিছু মানুষ,,যারা চায় অশ্লীলতাকে পেশা হিসেবে নিতে, স্বাধীন ভাবে চলাফেরা করতে, তারা চায় ধর্ম যাতে তাদের পথে বাধা হিসেবে না দাঁড়ায়,, তাই তারা নাস্তিকতাকেই বেছে নেয়!!!-বস্তুতঃ তারা নিজেরাও যানে যে সৃষ্টিকর্তা অবশ্যই আছেন কিন্তু তাদের চলাফেরায় ধর্মীয় বাধা উপেক্ষা করার জন্যই মূলত তারা বলে "" দেয়ার ইজ নো গড""!! বা নাস্তিকতার দোহাই দেয়।-যেদেশের মানুষ ধর্মকর্ম মেনে চলবে সে দেশটা শান্তিপূর্ণ থাকবে।#ফেক্টঃ আমাদের দেশে দিনে দিনে সাফা কবির,তসলিমা নাসরিন,শাহরিয়ার কবির নামের নাস্তিকদের সংখ্যা বেড়েই চলছে। এজন্যই মনেহয়, আল্লাহ একের পর এক আগুন, গজব নাজিল করছেন আমাদের এই শান্তিপূর্ণ দেশের উপর,,,যেটাকে আমরা নেচেরাল বলছি!!""এসব তথাকথিত নাস্তিকদের অনতিবিলম্বে এদেশ থেকে বিতাড়িত করতে হবে, নাহলে এদের কারনে পুরো দেশটা আসমানী গজবে ধংস হয়ে যাবে।",0,1,0,0
রেন্ডিয়াকে পৃথীবির মানচিএ থেকে মুচে ফেলতে হবে।।।,0,1,0,0
জীবনে যদি একটু দুঃখ পাই সেদিন মনে যা রাগ আছে সব মিটিয়ে দিবো,0,1,0,0
তরে কই ভাইরায়া মাইরালাম পরে কইলাম,0,1,0,0
হাসিনা বিরোধীদের বাংলার মাটিতে ঠাই হবেনা,0,1,0,0
তয় টেংরি ভাইংগা আমারে দিয়া দিমু,0,1,0,0
ছাত্রলীগ কিন্তু আওয়ামীলীগ এর অঙ্গসংগঠন না আরেক বার বল ইট দিয়া মাথা ভাইঙ্গা দিমু,0,1,0,0
তারাই ভারতকে সাপোট করেছে বাংলাদেশের কাছে বেশী । এই কুত্তার বাচ্চা হিন্দুদের দেশ ভারতের দখল করে নেওয়া দরকার,0,1,0,0
অবশ্যই অাইনের অাওতায় নিয়ে অাসা উচিৎ! এইসব কিট! গুলাকে!,0,1,0,0
এই নাস্তিকের ফাসি চাই।,0,1,0,0
তাকে দল থেকে বহিষ্কার ঘোষণা উচিত আমাদের,0,1,0,0
ওকে ফাসি দেওয়া উচিত,0,1,0,0
